id,title,content,date,user_id,team_id
2,Hours of Operation,"The Saint Con Hospital CTF is scheduled to begin at 1:00 pm on Tuesday, October 25th. It will close at 5:00 pm on Thursday, October 27th.",2022-10-11 01:42:38,,
